Claim_ID,Policy_ID,Date_of_Loss,Report_Date,Total_Paid_Amount,Coverage_Type,Bodily_Injury_Limit_Per_Person,Property_Damage_Limit,Collision_Deductible,Policy_Tenure_Months,Driver_Age,Insurance_Score_Band,Vehicle_Age_Years,Vehicle_ACV,Vehicle_Segment,Urbanicity,Repair_Cost_Index,Medical_Cost_Index,Weather_Cat_Risk_Index,Report_Lag_Days,Collision_Type,Injury_Indicator,At_Fault_Indicator,Multi_Vehicle_Flag,Weather_At_LOSS,Prior_Claims_Count_36M,Moving_Violations_36M,Attorney_Rep_At_FNOL
CLM1009691,POL2009691,2025-08-28,2025-09-27,5919.93,Liability,100000,25000,2000,27,64,D_BelowAvg,7,22326.0,Van,Urban,1.281,1.331,0.342,30,RearEnd,False,Insured,True,Clear,1,0,False
CLM1009692,POL2009692,2023-11-09,2023-11-09,2115.77,UM_UIM,25000,10000,2000,60,60,C_Average,8,14457.0,SUV,Suburban,0.97,0.854,0.064,0,RearEnd,False,Insured,False,Rain,1,0,False
CLM1009693,POL2009693,2024-05-19,2024-05-20,0.0,Comprehensive,50000,25000,2500,105,46,C_Average,11,10774.0,SUV,Urban,1.305,1.06,0.112,1,SingleVehicle,False,Insured,True,Wind,0,1,False
CLM1009694,POL2009694,2025-04-09,2025-04-16,7617.37,Liability,100000,50000,1000,186,76,D_BelowAvg,14,7886.0,Sedan,Urban,1.127,1.276,0.279,7,RearEnd,False,Insured,False,Clear,0,1,False
CLM1009695,POL2009695,2025-08-21,2025-08-23,3561.86,Liability,25000,50000,1000,28,83,E_Poor,5,19387.0,Sedan,Urban,1.109,1.332,0.329,2,RearEnd,False,ThirdParty,False,Clear,0,1,False
CLM1009696,POL2009696,2024-06-16,2024-06-16,6394.05,Liability,25000,25000,1000,95,64,B_Good,8,11403.0,Sedan,Urban,1.037,1.06,0.118,0,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1009697,POL2009697,2024-05-23,2024-05-26,4161.19,Liability,25000,50000,2000,35,28,A_VeryGood,4,28940.0,SUV,Urban,1.025,1.257,0.168,3,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1009698,POL2009698,2025-07-21,2025-08-04,886.55,Comprehensive,100000,10000,1000,198,81,B_Good,10,18551.0,SUV,Suburban,0.881,1.191,0.064,14,RearEnd,False,Insured,True,Ice,0,1,False
CLM1009699,POL2009699,2024-09-07,2024-09-10,6255.25,Liability,50000,50000,1000,139,28,C_Average,25,7346.0,Economy,Urban,1.029,1.091,0.321,3,SingleVehicle,False,Insured,True,Rain,0,1,False
CLM1009700,POL2009700,2023-11-09,2023-11-16,6847.33,Liability,250000,10000,500,116,76,A_VeryGood,9,12375.0,Sedan,Urban,1.223,1.491,0.186,7,Sideswipe,False,Shared,False,Clear,1,0,False
CLM1009701,POL2009701,2025-01-19,2025-01-19,0.0,Collision,50000,50000,2500,77,71,A_VeryGood,10,10363.0,Sedan,Suburban,1.081,1.176,0.346,0,RearEnd,False,Insured,True,Clear,1,0,False
CLM1009702,POL2009702,2023-10-22,2023-10-29,6249.42,PIP,25000,25000,1500,36,80,A_VeryGood,16,11579.0,Pickup,Rural,0.919,0.979,0.507,7,RearEnd,False,Insured,True,Ice,0,1,False
CLM1009703,POL2009703,2024-11-23,2024-11-24,1347.01,UM_UIM,25000,25000,500,232,30,C_Average,0,40700.0,Pickup,Suburban,0.94,1.084,0.326,1,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1009704,POL2009704,2024-08-28,2024-08-29,6057.37,Liability,25000,10000,1000,17,19,A_VeryGood,13,6280.0,Economy,Suburban,1.021,0.886,0.228,1,Angle,False,Insured,True,Clear,0,0,False
CLM1009705,POL2009705,2025-02-16,2025-02-22,2897.98,Collision,25000,50000,500,39,33,C_Average,4,23004.0,SUV,Suburban,1.064,1.092,0.593,6,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1009706,POL2009706,2024-05-10,2024-05-13,3548.21,PIP,25000,100000,0,114,28,D_BelowAvg,1,44016.0,Pickup,Rural,0.907,0.996,0.24,3,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1009707,POL2009707,2025-03-07,2025-03-09,1041.61,Liability,100000,250000,2500,199,80,B_Good,13,8458.0,Sedan,Suburban,0.819,0.985,0.142,2,Parked,False,ThirdParty,True,Rain,0,1,False
CLM1009708,POL2009708,2024-01-05,2024-01-06,5519.82,Collision,25000,50000,2500,212,39,B_Good,10,16140.0,Pickup,Suburban,0.997,1.038,0.47,1,Angle,False,Shared,False,Clear,1,0,False
CLM1009709,POL2009709,2024-04-28,2024-04-29,5103.93,PIP,100000,50000,2000,236,56,B_Good,6,40525.0,Sports,Suburban,1.026,0.931,0.422,1,RearEnd,False,Insured,True,Clear,0,0,False
CLM1009710,POL2009710,2025-09-03,2025-09-17,3793.75,PIP,100000,25000,500,71,84,C_Average,8,11404.0,Economy,Urban,1.12,1.221,0.334,14,RearEnd,False,ThirdParty,False,Clear,0,0,False
CLM1009711,POL2009711,2023-10-22,2023-10-25,4550.23,Collision,100000,50000,500,133,64,C_Average,10,27137.0,Pickup,Suburban,1.098,0.868,0.146,3,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1009712,POL2009712,2025-10-06,2025-10-13,0.0,Comprehensive,25000,50000,1000,179,57,E_Poor,15,9306.0,Economy,Rural,0.933,0.969,0.299,7,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1009713,POL2009713,2025-03-27,2025-04-26,1586.81,PIP,100000,25000,500,135,74,C_Average,14,10022.0,Sedan,Suburban,0.917,1.078,0.313,30,Parked,False,Insured,True,Rain,0,0,False
CLM1009714,POL2009714,2024-10-05,2024-10-07,10580.21,Liability,100000,50000,500,155,35,B_Good,15,7443.0,Pickup,Urban,1.276,1.206,0.218,2,Angle,False,Insured,True,Clear,0,1,False
CLM1009715,POL2009715,2024-12-27,2025-01-02,7349.09,PIP,50000,10000,1500,169,83,D_BelowAvg,12,6998.0,Economy,Suburban,1.04,1.113,0.564,6,RearEnd,False,Shared,True,Clear,0,1,False
CLM1009716,POL2009716,2024-07-16,2024-07-16,1912.08,UM_UIM,25000,25000,1000,113,54,B_Good,11,25153.0,Luxury,Suburban,0.942,1.044,0.245,0,SingleVehicle,False,Insured,False,Clear,1,0,False
CLM1009717,POL2009717,2024-11-30,2024-12-02,13366.4,Liability,250000,50000,1500,23,62,B_Good,4,15432.0,Sedan,Urban,1.091,1.472,0.645,2,SingleVehicle,True,Insured,False,Clear,0,0,False
CLM1009718,POL2009718,2024-03-25,2024-03-30,2972.38,Collision,100000,50000,500,173,68,C_Average,12,11489.0,Sedan,Urban,1.07,1.179,0.406,5,Angle,False,ThirdParty,True,Rain,1,0,False
CLM1009719,POL2009719,2024-10-11,2024-10-18,2101.34,Collision,250000,10000,1000,209,65,B_Good,17,13280.0,Pickup,Suburban,1.074,1.132,0.322,7,RearEnd,True,Insured,True,Clear,0,0,False
CLM1009720,POL2009720,2024-08-10,2024-08-14,1073.31,Comprehensive,25000,10000,1000,186,78,B_Good,8,18175.0,Pickup,Urban,0.98,1.259,0.096,4,Sideswipe,False,Shared,True,Clear,1,2,False
CLM1009721,POL2009721,2025-08-23,2025-08-25,3266.35,PIP,250000,50000,1500,176,43,B_Good,8,21694.0,SUV,Urban,1.218,1.324,0.46,2,RearEnd,False,ThirdParty,True,Fog,0,0,False
CLM1009722,POL2009722,2025-09-01,2025-09-22,2627.75,Collision,100000,25000,2500,231,74,B_Good,8,10205.0,Economy,Urban,1.154,1.155,0.195,21,Angle,False,Shared,True,Clear,0,0,False
CLM1009723,POL2009723,2024-05-19,2024-05-19,0.0,Comprehensive,50000,50000,2000,183,41,C_Average,3,16881.0,SUV,Suburban,0.905,0.963,0.133,0,Angle,True,Insured,True,Clear,0,0,True
CLM1009724,POL2009724,2025-01-13,2025-01-18,3658.28,Collision,250000,10000,2000,218,70,A_VeryGood,3,23967.0,Sedan,Rural,0.843,1.099,0.386,5,Angle,False,Insured,True,Rain,0,1,False
CLM1009725,POL2009725,2025-08-11,2025-08-13,3579.75,UM_UIM,100000,50000,1000,202,65,D_BelowAvg,4,12960.0,Sedan,Suburban,0.977,0.99,0.655,2,RearEnd,False,Shared,False,Rain,0,0,False
CLM1009726,POL2009726,2024-07-02,2024-07-02,6371.9,Liability,50000,50000,500,67,43,A_VeryGood,10,15586.0,SUV,Rural,0.868,0.959,0.246,0,SingleVehicle,False,Insured,False,Clear,0,2,False
CLM1009727,POL2009727,2024-02-15,2024-03-16,3757.97,Liability,25000,25000,1000,37,85,A_VeryGood,13,8424.0,Sedan,Rural,1.057,0.856,0.465,30,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1009728,POL2009728,2025-09-26,2025-10-03,6481.68,Liability,50000,10000,500,138,60,B_Good,14,7860.0,Sedan,Suburban,0.924,0.883,0.551,7,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1009729,POL2009729,2025-03-05,2025-03-19,2638.45,Collision,25000,250000,500,153,34,C_Average,15,9505.0,Pickup,Urban,1.275,1.084,0.218,14,RearEnd,True,Shared,True,Snow,1,0,False
CLM1009730,POL2009730,2024-05-21,2024-05-21,3677.72,Liability,100000,50000,1500,177,64,C_Average,4,10811.0,Sedan,Urban,1.047,1.255,0.281,0,Sideswipe,False,ThirdParty,False,Clear,0,0,False
CLM1009731,POL2009731,2025-09-02,2025-09-12,3820.78,Collision,25000,25000,500,59,76,C_Average,2,33530.0,Pickup,Rural,0.947,0.75,0.384,10,SingleVehicle,False,Insured,False,Clear,0,2,False
CLM1009732,POL2009732,2025-07-19,2025-07-21,6012.26,Liability,50000,50000,1000,82,31,E_Poor,5,24987.0,SUV,Urban,1.117,1.26,0.569,2,Angle,False,Insured,True,Clear,0,0,False
CLM1009733,POL2009733,2024-02-05,2024-02-06,7846.56,Liability,50000,25000,1000,8,40,C_Average,9,10946.0,Sedan,Suburban,0.984,0.957,0.397,1,HeadOn,True,Shared,True,Rain,0,0,False
CLM1009734,POL2009734,2024-07-26,2024-07-29,7091.74,Liability,50000,50000,2500,60,65,B_Good,15,5296.0,Economy,Suburban,0.9,1.06,0.085,3,RearEnd,True,Shared,True,Clear,0,0,True
CLM1009735,POL2009735,2025-04-30,2025-05-14,1211.49,PIP,50000,10000,1000,24,21,C_Average,0,85957.0,Luxury,Rural,0.967,1.06,0.284,14,Parked,False,Insured,True,Clear,0,1,False
CLM1009736,POL2009736,2024-04-10,2024-05-01,3564.43,PIP,25000,50000,500,115,51,B_Good,13,25563.0,Luxury,Rural,0.84,0.946,0.359,21,SingleVehicle,False,Unknown,False,Ice,0,0,False
CLM1009737,POL2009737,2024-05-02,2024-05-05,3292.0,Liability,50000,10000,1500,9,72,E_Poor,2,26770.0,Sedan,Suburban,0.986,0.855,0.357,3,SingleVehicle,False,ThirdParty,True,Clear,0,0,False
CLM1009738,POL2009738,2024-10-29,2024-11-05,268.32,Comprehensive,100000,25000,1000,203,25,B_Good,13,12678.0,SUV,Urban,1.101,1.255,0.071,7,SingleVehicle,False,Insured,False,Rain,0,0,False
CLM1009739,POL2009739,2023-11-28,2023-12-08,0.0,Collision,25000,10000,1500,193,39,A_VeryGood,4,13519.0,Economy,Urban,1.288,1.253,0.381,10,Parked,True,Insured,False,Clear,0,0,False
CLM1009740,POL2009740,2024-09-16,2024-09-20,6887.06,Liability,100000,50000,500,72,32,B_Good,7,11756.0,Economy,Urban,1.096,1.162,0.073,4,Angle,False,Insured,True,Clear,0,0,False
CLM1009741,POL2009741,2024-08-25,2024-09-24,3679.69,Liability,25000,25000,500,38,21,C_Average,5,17718.0,SUV,Urban,1.152,1.213,0.387,30,Sideswipe,False,Shared,True,Clear,0,1,False
CLM1009742,POL2009742,2024-01-14,2024-01-16,9030.19,Liability,100000,50000,500,100,44,B_Good,8,18991.0,Sedan,Urban,1.028,1.166,0.189,2,RearEnd,True,Shared,True,Clear,0,2,False
CLM1009743,POL2009743,2025-03-09,2025-03-09,3405.32,Liability,50000,25000,500,117,32,C_Average,8,24670.0,SUV,Urban,1.16,1.413,0.176,0,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1009744,POL2009744,2024-11-30,2024-12-02,5956.46,PIP,100000,10000,1000,187,36,C_Average,18,11827.0,SUV,Urban,1.124,1.45,0.23,2,RearEnd,False,Insured,True,Rain,0,0,False
CLM1009745,POL2009745,2024-05-09,2024-05-12,3509.98,Liability,50000,50000,1000,79,65,A_VeryGood,12,6304.0,Sedan,Urban,0.958,1.342,0.099,3,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1009746,POL2009746,2024-09-28,2024-10-05,5636.19,Liability,250000,10000,1000,34,21,B_Good,3,33071.0,SUV,Urban,1.079,1.313,0.308,7,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1009747,POL2009747,2025-09-08,2025-09-18,1568.2,Collision,100000,50000,500,56,74,E_Poor,8,14587.0,SUV,Suburban,0.954,1.076,0.436,10,SingleVehicle,False,Shared,False,Clear,1,1,False
CLM1009748,POL2009748,2024-06-01,2024-06-01,3720.77,Liability,100000,10000,500,17,22,B_Good,2,36237.0,Sports,Suburban,0.992,1.042,0.359,0,RearEnd,False,Insured,True,Clear,0,0,False
CLM1009749,POL2009749,2023-10-17,2023-10-17,1142.86,Comprehensive,50000,100000,500,224,42,C_Average,9,19658.0,SUV,Suburban,1.025,0.85,0.213,0,Angle,False,Insured,False,Clear,0,1,False
CLM1009750,POL2009750,2024-02-09,2024-02-09,549.11,Comprehensive,50000,50000,1000,122,38,B_Good,3,28396.0,SUV,Suburban,1.022,1.002,0.286,0,SingleVehicle,False,Unknown,False,Clear,0,0,False
CLM1009751,POL2009751,2024-04-28,2024-05-19,1757.58,Collision,100000,100000,1000,120,40,A_VeryGood,12,11804.0,Sedan,Suburban,1.11,1.047,0.396,21,SingleVehicle,False,ThirdParty,False,Clear,1,0,False
CLM1009752,POL2009752,2024-01-04,2024-01-04,4937.58,Liability,250000,10000,1000,193,80,C_Average,0,29558.0,SUV,Rural,0.759,1.06,0.345,0,Angle,False,Shared,False,Wind,0,0,False
CLM1009753,POL2009753,2024-06-21,2024-07-05,6201.52,Liability,50000,25000,1500,4,76,E_Poor,6,38911.0,Pickup,Rural,0.993,0.96,0.166,14,RearEnd,False,Shared,True,Rain,1,1,False
CLM1009754,POL2009754,2024-08-27,2024-08-27,7004.45,Liability,100000,10000,2000,114,76,B_Good,5,30596.0,Pickup,Urban,1.17,1.333,0.032,0,RearEnd,False,Insured,False,Rain,2,0,False
CLM1009755,POL2009755,2024-07-12,2024-07-26,398.35,Comprehensive,50000,10000,500,62,60,B_Good,11,9482.0,Sedan,Urban,1.261,1.171,0.525,14,Sideswipe,False,Insured,True,Clear,0,5,False
CLM1009756,POL2009756,2025-02-09,2025-02-12,2160.94,Collision,50000,10000,1500,85,52,E_Poor,8,25830.0,Pickup,Urban,0.957,1.314,0.238,3,SingleVehicle,True,ThirdParty,False,Rain,0,1,False
CLM1009757,POL2009757,2024-05-21,2024-05-31,4013.9,Liability,250000,10000,500,44,68,B_Good,9,8650.0,Economy,Suburban,0.996,0.962,0.157,10,Angle,False,Unknown,True,Rain,1,0,False
CLM1009758,POL2009758,2024-02-24,2024-03-25,6345.49,UM_UIM,100000,10000,1500,97,59,B_Good,4,32488.0,Sports,Suburban,0.9,0.992,0.444,30,RearEnd,False,Insured,True,Clear,0,0,False
CLM1009759,POL2009759,2023-10-31,2023-11-30,352.85,Comprehensive,25000,50000,2000,4,63,D_BelowAvg,10,27295.0,Luxury,Suburban,0.919,0.936,0.182,30,SingleVehicle,False,ThirdParty,False,Rain,1,0,False
CLM1009760,POL2009760,2025-04-18,2025-04-18,961.0,Collision,50000,10000,1500,28,64,B_Good,7,13765.0,Van,Urban,1.156,1.086,0.348,0,SingleVehicle,False,Shared,False,Snow,0,1,False
CLM1009761,POL2009761,2024-03-17,2024-03-31,1982.97,Liability,100000,25000,1000,45,80,C_Average,13,7963.0,Sedan,Suburban,1.022,1.066,0.366,14,Parked,False,Shared,True,Clear,2,0,True
CLM1009762,POL2009762,2024-05-03,2024-05-09,4320.51,Liability,100000,100000,0,126,22,C_Average,2,18450.0,Sedan,Urban,1.08,1.27,0.411,6,Sideswipe,False,Insured,True,Rain,0,0,False
CLM1009763,POL2009763,2024-04-23,2024-04-24,1797.34,Collision,50000,10000,1000,98,38,A_VeryGood,6,21547.0,SUV,Suburban,1.001,1.001,0.493,1,RearEnd,False,Insured,True,Clear,0,1,False
CLM1009764,POL2009764,2025-09-21,2025-09-21,634.15,Collision,100000,25000,1500,48,72,C_Average,10,9699.0,Sedan,Urban,1.255,0.959,0.106,0,SingleVehicle,False,Insured,True,Clear,0,0,False
CLM1009765,POL2009765,2025-02-17,2025-02-21,4764.9,Liability,50000,100000,1500,11,66,B_Good,8,9971.0,Sedan,Suburban,0.958,0.989,0.202,4,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1009766,POL2009766,2024-12-31,2025-01-05,4151.97,Liability,100000,50000,500,222,26,C_Average,7,31216.0,Pickup,Suburban,1.071,0.892,0.427,5,RearEnd,False,ThirdParty,True,Clear,0,0,True
CLM1009767,POL2009767,2024-07-17,2024-07-17,1189.7,Liability,25000,50000,1500,201,21,C_Average,11,14864.0,SUV,Suburban,0.964,0.993,0.699,0,Other,False,Insured,True,Clear,0,0,False
CLM1009768,POL2009768,2025-06-20,2025-06-26,962.07,Comprehensive,500000,50000,500,146,57,B_Good,9,27746.0,Sports,Rural,0.918,0.937,0.058,6,Sideswipe,False,Insured,True,Clear,2,0,False
CLM1009769,POL2009769,2025-03-26,2025-03-29,5490.45,Liability,100000,25000,1500,22,75,C_Average,17,5435.0,Economy,Suburban,1.106,1.083,0.68,3,RearEnd,False,Shared,True,Rain,0,0,False
CLM1009770,POL2009770,2025-09-05,2025-09-10,4716.28,Liability,100000,25000,500,91,35,B_Good,6,11854.0,Economy,Suburban,0.926,1.138,0.16,5,Angle,False,Shared,True,Clear,0,0,False
CLM1009771,POL2009771,2024-09-03,2024-09-13,3834.08,Liability,250000,10000,1000,81,40,D_BelowAvg,0,69039.0,Luxury,Rural,0.918,0.771,0.416,10,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1009772,POL2009772,2024-03-31,2024-04-02,6518.51,Liability,25000,25000,1500,231,68,B_Good,0,18846.0,Economy,Suburban,1.049,1.165,0.15,2,Angle,False,Insured,True,Snow,0,1,False
CLM1009773,POL2009773,2024-06-20,2024-07-11,2698.67,PIP,100000,10000,1000,91,57,A_VeryGood,8,22250.0,Pickup,Urban,1.369,1.158,0.038,21,RearEnd,False,Insured,True,Snow,0,1,False
CLM1009774,POL2009774,2025-05-20,2025-05-23,3141.23,UM_UIM,50000,10000,0,20,52,C_Average,4,17449.0,Economy,Suburban,0.899,0.874,0.315,3,Other,False,Insured,True,Clear,1,0,False
CLM1009775,POL2009775,2024-02-09,2024-02-10,12.53,Collision,50000,10000,1500,139,30,C_Average,11,6480.0,Economy,Urban,1.169,1.379,0.39,1,Angle,False,Insured,True,Clear,1,1,False
CLM1009776,POL2009776,2024-12-29,2024-12-30,2490.34,PIP,25000,25000,500,206,46,E_Poor,0,25316.0,Van,Suburban,0.937,1.111,0.544,1,Sideswipe,False,Insured,True,Clear,0,0,False
CLM1009777,POL2009777,2024-03-30,2024-03-31,10270.85,Liability,100000,10000,500,63,67,C_Average,12,8584.0,Pickup,Urban,1.24,1.371,0.301,1,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1009778,POL2009778,2025-06-30,2025-07-21,2307.51,Liability,50000,25000,1500,66,67,C_Average,9,11476.0,SUV,Suburban,0.966,1.101,0.053,21,Sideswipe,False,ThirdParty,True,Clear,1,0,False
CLM1009779,POL2009779,2025-08-04,2025-08-08,1736.1,UM_UIM,50000,25000,2000,148,47,C_Average,8,16206.0,Sedan,Suburban,1.022,0.911,0.207,4,RearEnd,False,Shared,True,Clear,1,0,False
CLM1009780,POL2009780,2025-03-03,2025-03-06,2558.39,Liability,25000,25000,500,40,31,C_Average,8,23225.0,SUV,Suburban,0.906,0.867,0.221,3,RearEnd,False,Insured,True,Clear,0,0,False
CLM1009781,POL2009781,2024-09-12,2024-10-03,2411.7,Liability,25000,10000,1000,28,77,A_VeryGood,10,10245.0,Economy,Rural,0.879,0.99,0.25,21,RearEnd,False,Shared,True,Wind,0,0,False
CLM1009782,POL2009782,2025-01-28,2025-02-01,5402.36,Liability,25000,10000,1000,94,50,B_Good,7,20059.0,SUV,Suburban,0.862,0.964,0.577,4,Angle,False,Unknown,True,Clear,0,0,False
CLM1009783,POL2009783,2024-05-31,2024-06-03,4602.57,Liability,100000,250000,500,20,53,B_Good,8,13690.0,Sedan,Urban,1.173,1.079,0.247,3,Angle,False,Insured,False,Snow,1,0,False
CLM1009784,POL2009784,2025-01-26,2025-01-28,2666.41,Liability,50000,100000,1000,150,77,C_Average,9,14916.0,SUV,Suburban,0.964,1.185,0.462,2,Sideswipe,False,Insured,False,Rain,0,2,False
CLM1009785,POL2009785,2024-03-23,2024-04-06,1672.01,Collision,25000,50000,500,87,76,A_VeryGood,8,17073.0,Pickup,Urban,1.209,1.33,0.568,14,Parked,False,ThirdParty,True,Wind,0,0,False
CLM1009786,POL2009786,2024-07-27,2024-07-30,4679.01,Liability,25000,100000,2500,70,76,A_VeryGood,7,15807.0,SUV,Urban,1.279,1.24,0.302,3,SingleVehicle,False,Insured,False,Clear,2,1,False
CLM1009787,POL2009787,2025-07-16,2025-07-17,631.72,Comprehensive,100000,25000,1500,54,16,B_Good,10,16648.0,Economy,Suburban,0.863,0.761,0.163,1,Angle,False,ThirdParty,True,Clear,0,0,False
CLM1009788,POL2009788,2023-12-31,2023-12-31,2349.92,Collision,250000,25000,500,78,83,D_BelowAvg,12,10316.0,Sedan,Urban,1.209,1.205,0.031,0,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1009789,POL2009789,2025-03-13,2025-03-14,0.0,Collision,250000,50000,2000,132,75,C_Average,11,8252.0,Sedan,Rural,0.979,0.944,0.27,1,Sideswipe,False,Insured,False,Clear,1,1,False
CLM1009790,POL2009790,2024-06-03,2024-06-10,6952.43,Liability,50000,10000,1500,176,62,A_VeryGood,6,21701.0,SUV,Urban,1.122,1.381,0.197,7,Angle,False,Insured,True,Clear,0,0,False
CLM1009791,POL2009791,2025-03-05,2025-03-05,302.18,Comprehensive,100000,50000,1000,187,21,D_BelowAvg,15,19523.0,Sports,Suburban,1.065,1.042,0.402,0,Parked,False,Insured,True,Clear,0,1,False
CLM1009792,POL2009792,2025-03-02,2025-03-16,2206.16,Liability,50000,50000,500,129,61,E_Poor,3,20411.0,SUV,Urban,0.974,1.457,0.147,14,SingleVehicle,False,Unknown,False,Ice,0,0,False
CLM1009793,POL2009793,2025-05-25,2025-06-04,2372.17,Comprehensive,50000,50000,1000,154,28,C_Average,7,45856.0,Luxury,Suburban,1.188,0.904,0.293,10,Parked,False,Insured,True,Clear,1,0,False
CLM1009794,POL2009794,2025-01-23,2025-01-23,4097.94,Liability,100000,50000,1000,17,31,C_Average,10,21087.0,Pickup,Urban,1.173,0.913,0.378,0,SingleVehicle,True,Insured,False,Ice,1,1,True
CLM1009795,POL2009795,2024-04-09,2024-04-09,15490.0,Liability,25000,50000,500,182,84,C_Average,13,12339.0,Van,Urban,1.198,1.309,0.483,0,HeadOn,False,Insured,True,Wind,0,0,False
CLM1009796,POL2009796,2025-01-24,2025-02-07,574.73,Comprehensive,250000,25000,500,215,81,B_Good,9,11025.0,SUV,Urban,1.175,1.154,0.253,14,Angle,True,ThirdParty,True,Clear,0,0,False
CLM1009797,POL2009797,2025-04-01,2025-04-04,4210.45,Collision,50000,25000,500,58,64,D_BelowAvg,5,33718.0,SUV,Rural,1.053,0.913,0.692,3,Angle,True,ThirdParty,True,Clear,1,0,False
CLM1009798,POL2009798,2024-09-14,2024-09-28,2395.11,Collision,250000,25000,500,65,71,A_VeryGood,14,7868.0,Sedan,Rural,0.811,0.852,0.292,14,HeadOn,False,ThirdParty,True,Clear,0,1,False
CLM1009799,POL2009799,2023-12-07,2023-12-28,2662.42,UM_UIM,25000,25000,500,143,32,B_Good,8,20281.0,SUV,Suburban,0.954,0.93,0.232,21,RearEnd,False,Insured,True,Clear,0,1,False
CLM1009800,POL2009800,2025-07-02,2025-07-02,6180.53,UM_UIM,25000,10000,500,28,45,D_BelowAvg,1,18064.0,Economy,Urban,1.211,0.987,0.162,0,Angle,False,Insured,False,Clear,0,0,False
CLM1009801,POL2009801,2025-02-12,2025-02-16,9249.2,Liability,25000,50000,2000,157,51,A_VeryGood,6,24057.0,Pickup,Suburban,1.152,0.996,0.398,4,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1009802,POL2009802,2024-04-30,2024-05-01,4108.06,Collision,100000,25000,1000,237,79,B_Good,7,18180.0,SUV,Suburban,1.054,0.974,0.21,1,Angle,False,Insured,True,Clear,0,2,False
CLM1009803,POL2009803,2024-06-07,2024-06-09,10755.5,Liability,100000,25000,1000,166,27,C_Average,9,10566.0,Sedan,Rural,0.912,0.843,0.59,2,Angle,True,Unknown,True,Clear,0,0,False
CLM1009804,POL2009804,2025-07-22,2025-07-22,2409.68,PIP,250000,10000,2000,95,26,A_VeryGood,11,14787.0,Van,Suburban,0.969,0.848,0.233,0,RearEnd,False,Insured,True,Clear,0,1,False
CLM1009805,POL2009805,2025-02-10,2025-02-20,3377.66,Liability,100000,10000,1500,186,40,A_VeryGood,11,15740.0,Van,Suburban,1.127,0.752,0.358,10,SingleVehicle,False,Insured,True,Clear,0,0,False
CLM1009806,POL2009806,2025-04-19,2025-04-20,2646.99,Liability,25000,25000,500,186,68,E_Poor,14,5411.0,Van,Suburban,0.92,1.159,0.296,1,RearEnd,False,ThirdParty,False,Snow,0,0,False
CLM1009807,POL2009807,2024-03-29,2024-03-29,4251.46,PIP,50000,10000,500,35,57,C_Average,4,33409.0,SUV,Urban,1.199,1.079,0.471,0,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1009808,POL2009808,2024-02-18,2024-02-18,3146.38,Liability,250000,10000,1000,21,59,A_VeryGood,3,23206.0,Pickup,Suburban,0.985,1.037,0.621,0,Angle,False,ThirdParty,False,Clear,0,0,False
CLM1009809,POL2009809,2024-06-30,2024-07-02,3107.13,Liability,25000,25000,500,197,78,C_Average,3,19791.0,Economy,Suburban,1.053,1.096,0.61,2,Sideswipe,False,Shared,False,Wind,1,0,False
CLM1009810,POL2009810,2025-04-19,2025-04-20,3300.55,Liability,25000,10000,1000,141,66,C_Average,4,10355.0,Economy,Suburban,0.943,0.982,0.377,1,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1009811,POL2009811,2025-02-16,2025-02-21,605.14,Collision,500000,25000,500,29,32,C_Average,12,9439.0,Sedan,Rural,0.765,1.016,0.271,5,RearEnd,False,Insured,False,Snow,1,0,False
CLM1009812,POL2009812,2024-04-06,2024-04-06,13064.39,PIP,25000,10000,1000,196,29,A_VeryGood,10,11675.0,Economy,Suburban,0.951,1.081,0.153,0,Angle,True,ThirdParty,True,Clear,0,2,False
CLM1009813,POL2009813,2025-08-31,2025-09-01,189.05,Collision,250000,50000,1000,48,27,E_Poor,8,8862.0,Sedan,Urban,1.14,1.27,0.305,1,Sideswipe,False,Insured,False,Clear,0,1,False
CLM1009814,POL2009814,2024-01-17,2024-02-07,10504.35,PIP,100000,10000,1000,116,55,D_BelowAvg,15,8884.0,Pickup,Suburban,0.974,0.894,0.464,21,Angle,True,ThirdParty,True,Clear,0,1,False
